District Code,District Name,School Code,Charter Y/N,School Name,Physical Address,City,State,Zip Code,Phone,Low grade,High grade,Congressional District,District Setting
0020,Adams 12 Five Star Schools,2918,N,Federal Heights Elementary School,2500 W 96TH AVENUE,DENVER,CO,80221,7209725360,004,050,8,Denver Metro
0020,Adams 12 Five Star Schools,3406,N,Five Star Online Academy,1500 E. 128TH AVE,THORNTON,CO,80241,7209727430,010,120,8,Denver Metro
0020,Adams 12 Five Star Schools,0014,N,Glacier Peak Elementary School,12060 JASMINE STREET,BRIGHTON,CO,80605,7209725940,006,050,8,Denver Metro
0020,Adams 12 Five Star Schools,4000,N,Hillcrest Elementary School,10335 CROKE DRIVE,NORTHGLENN,CO,80221,7209725380,006,050,8,Denver Metro
0020,Adams 12 Five Star Schools,4108,N,Horizon High School,5321 EAST 136TH AVENUE,BRIGHTON,CO,80601,7209724400,090,120,8,Denver Metro
0020,Adams 12 Five Star Schools,4172,N,Hulstrom K-8,11551 WYCO DRIVE,NORTHGLENN,CO,80233,7209725400,006,080,8,Denver Metro
0020,Adams 12 Five Star Schools,2580,N,Hunters Glen Elementary School,13222 CORONA STREET,THORNTON,CO,80241,7209725440,004,050,8,Denver Metro
0020,Adams 12 Five Star Schools,5043,N,Legacy High School,2701 WEST 136TH STREET,BROOMFIELD,CO,80020,7209726700,090,120,7,Denver Metro
0020,Adams 12 Five Star Schools,5058,N,Leroy Elementary,1451 EAST LEROY DRIVE,NORTHGLENN,CO,80233,7209725460,006,050,8,Denver Metro
0020,Adams 12 Five Star Schools,5418,N,Malley Drive Elementary School,1300 EAST MALLEY DRIVE,NORTHGLENN,CO,80233,7209725480,004,050,8,Denver Metro
0020,Adams 12 Five Star Schools,5706,N,McElwain Elementary School,1020 DAWSON DRIVE,THORNTON,CO,80229,7209725500,006,050,8,Denver Metro
0020,Adams 12 Five Star Schools,0059,N,Meridian Elementary School,14256 MCKAY PARK CIRCLE,BROOMFIELD,CO,80020,7209727880,006,050,7,Denver Metro
0020,Adams 12 Five Star Schools,6060,N,Mountain Range High School,12500 HURON STREET,WESTMINSTER,CO,80234,7209726300,090,120,8,Denver Metro
0020,Adams 12 Five Star Schools,6150,N,Mountain View Elementary School,12401 PERRY STREET,BROOMFIELD,CO,80020,7209725520,004,050,7,Denver Metro
0020,Adams 12 Five Star Schools,4699,Y,New America School - Thornton,8978 WASHINGTON ST,THORNTON,CO,80229,3039910130,090,120,8,Denver Metro
0020,Adams 12 Five Star Schools,6355,N,North Mor Elementary School,9580 DAMON DRIVE,NORTHGLENN,CO,80221,7209725540,004,050,8,Denver Metro
0020,Adams 12 Five Star Schools,6376,N,North Star Elementary School,8740 NORTH STAR DRIVE,DENVER,CO,80221,7209725560,004,050,8,Denver Metro
0020,Adams 12 Five Star Schools,6402,N,Northglenn High School,601 WEST 100TH PLACE,NORTHGLENN,CO,80221,7209724600,090,120,8,Denver Metro
0020,Adams 12 Five Star Schools,6398,N,Northglenn Middle School,1123 MURIEL DRIVE,NORTHGLENN,CO,80233,7209725080,060,080,8,Denver Metro
0020,Adams 12 Five Star Schools,6956,N,Pathways Future Center,550 E. 124TH AVENUE,THORNTON,CO,80241,7209724723,060,120,8,Denver Metro
0020,Adams 12 Five Star Schools,7155,N,Prairie Hills Elementary School,13801 GARFIELD PLACE,THORNTON,CO,80602,7209728780,006,050,8,Denver Metro
0020,Adams 12 Five Star Schools,6802,Y,Prospect Ridge Academy,2555 PREBLE CREEK PKWY,BROOMFIELD,CO,80023,7203990300,006,120,7,Denver Metro
0020,Adams 12 Five Star Schools,2584,N,Riverdale Elementary School,10724 ELM DRIVE,THORNTON,CO,80233,7209725580,004,050,8,Denver Metro
0020,Adams 12 Five Star Schools,2582,N,Rocky Mountain Elementary School,3350 WEST 99TH AVENUE,WESTMINSTER,CO,80030,7209725600,006,050,8,Denver Metro
0020,Adams 12 Five Star Schools,0057,N,Rocky Top Middle School,14150 YORK STREET,THORNTON,CO,80602,7209722200,060,080,8,Denver Metro
0020,Adams 12 Five Star Schools,8275,N,STEM Lab,11700 IRMA DRIVE,NORTHGLENN,CO,80233,7209724000,004,080,8,Denver Metro
0020,Adams 12 Five Star Schools,8310,N,STEM Launch,9450 PECOS STREET,THORNTON,CO,80206,7209725120,006,080,8,Denver Metro
0020,Adams 12 Five Star Schools,6342,N,Shadow Ridge Middle School,12551 HOLLY STREET,THORNTON,CO,80602,7209725040,060,080,8,Denver Metro
0020,Adams 12 Five Star Schools,7795,N,Silver Creek Elementary,15101 FILLMORE STRE,THORNTON,CO,80602,7209723941,006,050,8,Denver Metro
0020,Adams 12 Five Star Schools,4187,N,Silver Hills Middle School,12400 HURON STREET,NORTHGLENN,CO,80234,7209725000,060,080,8,Denver Metro
0020,Adams 12 Five Star Schools,2578,N,Skyview Elementary School,5021 EAST 123RD AVENUE,THORNTON,CO,80241,7209725620,006,050,8,Denver Metro
0020,Adams 12 Five Star Schools,1519,Y,Stargate Charter School,14530 WASHINGTON STREET,THORNTON,CO,80023,3034503936,006,120,8,Denver Metro
0020,Adams 12 Five Star Schools,8225,N,Stellar Elementary School,3901 EAST 124TH AVENUE,THORNTON,CO,80241,7209722340,006,050,8,Denver Metro
0020,Adams 12 Five Star Schools,8361,N,Stukey Elementary School,11080 GRANT DRIVE,NORTHGLENN,CO,80233,7209725420,006,050,8,Denver Metro
0020,Adams 12 Five Star Schools,2410,N,Tarver Elementary School,3500 SUMMIT GROVE PARKWAY,THORNTON,CO,80241,7209725640,004,050,8,Denver Metro
0020,Adams 12 Five Star Schools,8211,N,The Studio School,10604 GRANT DRIVE,NORTHGLENN,CO,80233,7209723620,006,050,8,Denver Metro
0020,Adams 12 Five Star Schools,8842,N,Thornton Elementary School,900 EPPINGER BOULEVARD,THORNTON,CO,80229,7209725660,004,050,8,Denver Metro
0020,Adams 12 Five Star Schools,5816,N,Thornton High School,9351 WASHINGTON STREET,THORNTON,CO,80229,7209724800,090,120,8,Denver Metro
0020,Adams 12 Five Star Schools,5814,N,Thornton Middle School ,9451 HOFFMAN WAY,THORNTON,CO,80229,7209725160,060,080,8,Denver Metro
0020,Adams 12 Five Star Schools,8814,N,Thunder Vista P-8,3461 PREBLE CREEK PARKWAY,BROOMFIELD ,CO,80023,7209722900,004,080,7,Denver Metro
0020,Adams 12 Five Star Schools,0210,N,Vantage Point,10900 HURON STREET,NORTHGLENN,CO,80234,7209725800,060,120,8,Denver Metro
0020,Adams 12 Five Star Schools,9431,Y,Westgate Community School ,12500 WASHINGTON ST,THORNTON,CO,80241,3034520967,006,120,8,Denver Metro
0020,Adams 12 Five Star Schools,9444,N,Westlake Middle School,2800 WEST 135TH AVENUE,BROOMFIELD,CO,80020,7209725200,060,080,7,Denver Metro
0020,Adams 12 Five Star Schools,9494,N,Westview Elementary School,1300 ROSEANNA DRIVE,NORTHGLENN,CO,80234,7209725680,004,050,8,Denver Metro
0020,Adams 12 Five Star Schools,9682,N,Woodglen Elementary School,11717 MADISON STREET,THORNTON,CO,80233,7209725700,004,050,8,Denver Metro
0030,Adams County 14,0024,N,Adams City High School,7200 QUEBEC PARKWAY,COMMERCE CITY,CO,80022,3032893111,090,120,8,Denver Metro
0030,Adams County 14,0020,N,Adams City Middle School,4451 EAST 72ND AVENUE,COMMERCE CITY,CO,80022,3032895881,060,080,8,Denver Metro
0030,Adams County 14,0186,N,Alsup Elementary School,4413 E. 68TH AVE,COMMERCE CITY,CO,80022,3038533333,004,050,8,Denver Metro
0030,Adams County 14,1426,N,Central Elementary School,6450 HOLLY STREET,COMMERCE CITY,CO,80022,3032870327,004,050,8,Denver Metro
0030,Adams County 14,2308,N,Dupont Elementary School,7970 KIMBERLY STREET,COMMERCE CITY,CO,80022,3032870189,004,050,8,Denver Metro
0030,Adams County 14,4516,N,Kearney Middle School,6160 KEARNEY STREET,COMMERCE CITY,CO,80022,3032870261,060,080,8,Denver Metro
0030,Adams County 14,4536,N,Kemp Elementary School,6775 ONEIDA STREET,COMMERCE CITY,CO,80022,3032886633,004,050,8,Denver Metro
0030,Adams County 14,0022,N,Lester R Arnold High School,7133 E. 73RD AVE,COMMERCE CITY,CO,80022,3032892983,090,120,8,Denver Metro
0030,Adams County 14,5880,N,Mildred L Sanville Preschool,6450 HOLLY ST,COMMERCE CITY,CO,80022,3032869472,004,004,8,Denver Metro
0030,Adams County 14,5982,N,Monaco Elementary School,7631 MONACO BOULEVARD,COMMERCE CITY,CO,80022,3032870307,004,050,8,Denver Metro
0030,Adams County 14,7500,N,Rose Hill Elementary School,6900 EAST 58TH AVENUE,COMMERCE CITY,CO,80022,3032870163,004,050,8,Denver Metro
0030,Adams County 14,0124,N,Stars Early Learning Center,5650 BOWEN COURT,COMMERCE CITY,CO,80022,3038535000,004,004,8,Denver Metro
0040,School District 27J,6687,N,27J Online Academy,89 N. 6TH AVENUE,BRIGHTON,CO,80601,3036552527,060,120,8,Denver Metro
0040,School District 27J,0700,Y,Belle Creek Charter School,9290 EAST 107TH AVENUE,HENDERSON,CO,80640,3034680160,006,080,8,Denver Metro
0040,School District 27J,1013,N,Brantner Elementary School,7800 E. 133RD AVENUE,THORNTON,CO,80602,7206855050,004,050,8,Denver Metro
0040,School District 27J,7725,N,Bright Beginnings,SAKATA LEARNING CAMPUS - 89 N. 6TH AVENUE,BRIGHTON,CO,80601,7206855490,004,004,8,Denver Metro
0040,School District 27J,1022,N,Brighton High School,270 SOUTH 8TH AVENUE,BRIGHTON,CO,80601,3036554200,090,120,8,Denver Metro
0040,School District 27J,1052,Y,Bromley East Charter School,356 LONGSPUR DRIVE,BRIGHTON,CO,80601,7206853297,004,080,8,Denver Metro
0040,School District 27J,1796,N,Colorado Connections @ 27J,8 INVERNESS DRIVE E SUITE 240,ENGLEWOOD,CO,80112,3037942302,006,120,6,Denver Metro
0040,School District 27J,2191,N,Discovery Magnet School,4949 E. 147TH AVE.,THORNTON,CO,80602,3036556260,007,080,8,Denver Metro
0040,School District 27J,2399,Y,Eagle Ridge Academy,3551 SOUTHERN STREET,BRIGHTON,CO,80601,3033454380,090,120,8,Denver Metro
0040,School District 27J,0251,N,Elaine S. Padilla Elementary School,5505 LONGS PEAK STREET,BRIGHTON,CO,80601,3036555100,004,050,8,Denver Metro
0040,School District 27J,2945,Y,Foundations Academy,340 SOUTH 45TH AVENUE,BRIGHTON,CO,80601,3036599519,006,080,8,Denver Metro
0040,School District 27J,3900,N,Henderson Elementary School,12301 EAST 124TH AVENUE,HENDERSON,CO,80640,3036552700,004,050,8,Denver Metro
0040,School District 27J,1021,N,Innovations & Options,830 BRIDGE STREET,BRIGHTON,CO,80601,3036552850,060,120,8,Denver Metro
0040,School District 27J,8032,N,John W Thimmig Elementary School,11453 OSWEGO STREET,HENDERSON,CO,80640,3036552750,004,050,8,Denver Metro
0040,School District 27J,4950,Y,Landmark Academy at Reunion,10566 MEMPHIS STREET,COMMERCE CITY,CO,80022,3032872901,006,080,8,Denver Metro
0040,School District 27J,5615,N,Mary E Pennock Elementary School,3707 ESTRELLA STREET,BRIGHTON,CO,80601,7206857500,004,050,8,Denver Metro
0040,School District 27J,6395,N,Northeast Elementary School,1605 LONGSPEAK,BRIGHTON,CO,80601,3036552550,004,060,8,Denver Metro
0040,School District 27J,6702,N,Otho E Stuart Middle School,15955 EAST 101ST WAY,COMMERCE CITY,CO,80022,7206855500,060,080,8,Denver Metro
0040,School District 27J,6638,N,Overland Trail Middle School,455 NORTH 19TH AVENUE,BRIGHTON,CO,80601,3036554000,060,080,8,Denver Metro
0040,School District 27J,7129,N,Prairie View High School,12909 E 120TH AVE,HENDERSON,CO,80640,3036558800,090,120,8,Denver Metro
0040,School District 27J,7131,N,Prairie View Middle School,12915 EAST 120TH AVENUE,HENDERSON,CO,80640,7206855400,060,080,8,Denver Metro
0040,School District 27J,7318,N,Reunion Elementary School,11021 LANDMARK DRIVE,COMMERCE CITY,CO,80022,7206858501,004,050,8,Denver Metro
0040,School District 27J,7340,N,Riverdale Ridge High School,13380 YOSEMITE STREET,THORNTON,CO,80602,3036556800,090,120,8,Denver Metro
0040,School District 27J,7351,N,Rodger Quist Middle School,13451 YOSEMITE STREET,THORNTON,CO,80602,3036556950,060,080,8,Denver Metro
0040,School District 27J,7714,N,Second Creek Elementary School,9950 LAREDO DRIVE,COMMERCE CITY,CO,80022,7206857550,004,050,8,Denver Metro
0040,School District 27J,8060,N,South Elementary School,305 SOUTH 5TH AVENUE,BRIGHTON,CO,80601,3036552600,004,050,8,Denver Metro
0040,School District 27J,8130,N,Southeast Elementary School,1595 SOUTHERN STREET,BRIGHTON,CO,80601,3038662650,004,050,8,Denver Metro
0040,School District 27J,5918,N,Southlawn Elementary School,10075 WALDEN STREET,COMMERCE CITY,CO,80022,3036552500,004,050,8,Denver Metro
0040,School District 27J,6400,Y,The STEAD School,18251 HOMESTEAD TRAIL,COMMERCE CITY,CO,80022,3032885536,090,110,8,Denver Metro
0040,School District 27J,8820,N,Turnberry Elementary,13069 EAST 106TH PLACE,COMMERCE CITY,CO,80022,7206855350,004,050,8,Denver Metro
0040,School District 27J,9230,N,Vikan Middle School,879 JESSUP STREET,BRIGHTON,CO,80601,3036554050,060,080,8,Denver Metro
0040,School District 27J,9426,N,West Ridge Elementary,13102 MONACO STREET,THORNTON,CO,80602,7206855300,004,050,8,Denver Metro
0050,Bennett 29J,0770,N,Bennett Elementary School,462 8TH STREET,BENNETT,CO,80102,3036443234,007,020,4,Outlying Town
0050,Bennett 29J,0775,N,Bennett High School,610 7TH STREET,BENNETT,CO,80102,3036443234,090,120,4,Outlying Town
0050,Bennett 29J,0562,N,Bennett Intermediate School,350 7TH STREET,BENNETT,CO,80102,3036443234,030,050,4,Outlying Town
0050,Bennett 29J,0774,N,Bennett Middle School,455 8TH STREET,BENNETT,CO,80102,3036443234,060,080,4,Outlying Town
0050,Bennett 29J,0763,N,Bennett Preschool,805 WASHINGTON WAY,BENNETT,CO,80102,3036443234,004,004,4,Outlying Town
0050,Bennett 29J,7796,Y,Sky Ranch Academy ,849 N CARRIE STREET,AURORA,CO,80018,3036443234,007,070,4,Outlying Town
0060,Strasburg 31J,8332,N,Hemphill Middle School,2100 WAGNER,STRASBURG,CO,80136,3036229211,060,080,4,Remote
0060,Strasburg 31J,7133,N,Prairie Creek High School,1983 MONROE STREET,STRASBURG,CO,80136,3036226328,090,120,4,Remote
0060,Strasburg 31J,8328,N,Strasburg Elementary School,56729 EAST COLORADO AVENUE,STRASBURG,CO,80136,3036229211,004,050,4,Remote
0060,Strasburg 31J,8334,N,Strasburg High School,56729 EAST COLORADO AVENUE,STRASBURG,CO,80136,3036229211,090,120,4,Remote
0070,Westminster Public Schools,4334,N,Colorado STEM Academy,7281 IRVING STREET,WESTMINSTER,CO,80030,3034297836,004,080,8,Denver Metro
0070,Westminster Public Schools,5388,N,Colorado Sports Leadership Academy,7001 LIPAN STREET,DENVER,CO,80221,3034288583,004,080,8,Denver Metro
0070,Westminster Public Schools,1137,N,Early Learning Center at Francis M. Day,1740 JORDAN DR,DENVER,CO,80221,7205425093,002,004,8,Denver Metro
0070,Westminster Public Schools,3649,N,Early Learning Center at Gregory Hill ,8030 IRVING STREET,WESTMINSTER,CO,80030,3034281560,004,004,8,Denver Metro
0070,Westminster Public Schools,2876,N,Fairview PK-8,7826 FAIRVIEW DRIVE,DENVER,CO,80221,3034281405,004,070,8,Denver Metro
0070,Westminster Public Schools,3792,N,Harris Park Elementary School,4300 WEST 75TH AVENUE,WESTMINSTER,CO,80030,3034281721,004,050,8,Denver Metro
0070,Westminster Public Schools,3931,N,Hidden Lake Secondary,7300 LOWELL BOULEVARD,WESTMINSTER,CO,80030,3034282600,060,120,8,Denver Metro
0070,Westminster Public Schools,7810,N,John E. Flynn A Marzano Academy,8731 LOWELL BOULEVARD,WESTMINSTER,CO,80030,3034282161,004,080,8,Denver Metro
0070,Westminster Public Schools,4465,N,Josephine Hodgkins Leadership Academy,3475 WEST 67TH AVENUE,DENVER,CO,80221,3034281121,004,080,8,Denver Metro
0070,Westminster Public Schools,5834,N,Mesa Elementary School,9100 LOWELL BOULEVARD,WESTMINSTER,CO,80030,3034282891,004,050,8,Denver Metro
0070,Westminster Public Schools,1622,N,Metropolitan Arts Academy,2341 SHERRELWOOD DRIVE,DENVER,CO,80221,3034281884,004,080,8,Denver Metro
0070,Westminster Public Schools,7952,N,Orchard Park Academy,7395 ZUNI STREET,DENVER,CO,80221,3034282300,004,080,8,Denver Metro
0070,Westminster Public Schools,7812,N,Shaw Heights Middle School,8780 CIRCLE DRIVE,WESTMINSTER,CO,80030,3034289533,060,080,8,Denver Metro
0070,Westminster Public Schools,7860,N,Sherrelwood Elementary School,8095 KALAMATH DRIVE,DENVER,CO,80221,3034285353,004,050,8,Denver Metro
0070,Westminster Public Schools,8406,N,Sunset Ridge PK-8,9451 HOOKER STREET,WESTMINSTER,CO,80030,3034268907,004,080,8,Denver Metro
0070,Westminster Public Schools,8798,N,Tennyson Knolls Preparatory School,6330 TENNYSON STREET,ARVADA,CO,80003,3034294090,004,080,8,Denver Metro
0070,Westminster Public Schools,9236,N,Westminster Academy for International Studies,7482 IRVING STREET,WESTMINSTER,CO,80030,3034282494,004,080,8,Denver Metro
0070,Westminster Public Schools,9466,N,Westminster High School,6933 RALEIGH ST,WESTMINSTER,CO,80030,3036573980,090,120,8,Denver Metro
0100,Alamosa RE-11J,3407,N,Alamosa Alternative Education School ,209 VICTORIA AVE,ALAMOSA,CO,81101,7195877640,060,120,3,Outlying City
0100,Alamosa RE-11J,0115,N,Alamosa Elementary School 3-5,1709 WEST 10TH STREET BUILDING B,ALAMOSA,CO,81101,7195871600,030,050,3,Outlying City
0100,Alamosa RE-11J,1107,N,Alamosa Elementary School K-2,1707 WEST 10TH STREET BUILDING A,ALAMOSA,CO,81101,7195876600,007,020,3,Outlying City
0100,Alamosa RE-11J,0118,N,Alamosa High School,805 CRAFT DRIVE,ALAMOSA,CO,81101,7195876000,090,120,3,Outlying City
0100,Alamosa RE-11J,0270,N,Alamosa Online ,209 VICTORIA AVE,ALAMOSA,CO,81101,7195891600,060,120,3,Outlying City
0100,Alamosa RE-11J,0114,N,Ortega Middle School,401 VICTORIA AVENUE,ALAMOSA,CO,81101,7195871650,060,080,3,Outlying City
0110,Sangre De Cristo Re-22J,7626,N,Sangre de Cristo Elementary School,8751 LANE 7 N,MOSCA,CO,81146,7193782321,004,050,3,Remote
0110,Sangre De Cristo Re-22J,7630,N,Sangre de Cristo Undivided High School,8751 LANE 7 N,MOSCA,CO,81146,7193782321,060,120,3,Remote
0120,Englewood 1,1514,N,Charles Hay World School,1221 E EASTMAN AVE,ENGLEWOOD,CO,80113,3037612433,006,060,6,Denver Metro
0120,Englewood 1,1556,N,Cherrelyn Elementary School,4500 S LINCOLN ST,ENGLEWOOD,CO,80113,3037612102,006,060,6,Denver Metro
0120,Englewood 1,1652,N,Clayton Elementary School,475 W UNION AVENUE,ENGLEWOOD,CO,80110,3037817831,006,060,6,Denver Metro
0120,Englewood 1,0206,N,Colorado's Finest High School of Choice,300 W CHENANGO,ENGLEWOOD,CO,80110,3039345786,090,120,6,Denver Metro
0120,Englewood 1,5318,N,Englewood Early Childhood Education Center at Maddox,3838 S HURON ST,ENGLEWOOD,CO,80110,3037817585,004,004,6,Denver Metro
0120,Englewood 1,2746,N,Englewood High School,3800 S LOGAN ST,ENGLEWOOD,CO,80113,3038062200,090,120,6,Denver Metro
0120,Englewood 1,2750,N,Englewood Leadership Academy,3800 S LOGAN ST,ENGLEWOOD,CO,80113,3037817817,060,090,6,Denver Metro
0120,Englewood 1,2752,N,Englewood Middle School,3800 S LOGAN ST,ENGLEWOOD,CO,80110,3037817817,070,080,6,Denver Metro
0120,Englewood 1,9620,N,Wm E Bishop Elementary School,3100 S ELATI ST,ENGLEWOOD,CO,80110,3037611496,006,060,6,Denver Metro
0123,Sheridan 2,3054,N,Alice Terry Elementary School,4485 S. IRVING ST.,ENGLEWOOD,CO,80110,7208336990,006,020,6,Denver Metro
0123,Sheridan 2,7843,N,Early Childhood Education Center,4100 S. HAZEL CT.,ENGLEWOOD,CO,80110,7208336600,004,004,6,Denver Metro
0123,Sheridan 2,7837,N,Fort Logan Northgate,4000 S. LOWELL BLVD.,DENVER,CO,80236,7208336850,030,080,6,Denver Metro
0123,Sheridan 2,8123,N,SOAR Academy,4107 S. FEDERAL BLVD.,ENGLEWOOD,CO,80110,7208336797,090,120,6,Denver Metro
0123,Sheridan 2,7842,N,Sheridan High School,3201 WEST OXFORD AVENUE,ENGLEWOOD,CO,80110,7208336987,090,120,6,Denver Metro
0130,Cherry Creek 5,0102,N,Altitude Elementary School,27300 EAST SOUTHSHORE DRIVE,AURORA,CO,80016,7208864300,004,050,6,Denver Metro
0130,Cherry Creek 5,0242,N,Antelope Ridge Elementary School,5455 SOUTH TEMPE STREET,AURORA,CO,80015,7208863300,004,050,4,Denver Metro
0130,Cherry Creek 5,0348,N,Arrowhead Elementary School,19100 EAST BATES AVENUE,AURORA,CO,80013,7208862800,004,050,6,Denver Metro
0130,Cherry Creek 5,0442,N,Aspen Crossing Elementary School,4655 S HIMALAYA STREET,CENTENNIAL,CO,80015,7208863700,004,050,4,Denver Metro
0130,Cherry Creek 5,0714,N,Belleview Elementary School,4851 SOUTH DAYTON STREET,GREENWOOD VILLAGE,CO,80111,7205543100,004,050,6,Denver Metro
0130,Cherry Creek 5,4448,N,Black Forest Hills Elementary School,25233 E. GLASGOW DR,AURORA,CO,80016,7208868900,004,050,6,Denver Metro
0130,Cherry Creek 5,1155,N,Buffalo Trail Elementary School,24300 EAST PROGRESS DRIVE,AURORA,CO,80016,7208864000,004,060,6,Denver Metro
0130,Cherry Creek 5,1566,N,Campus Middle School,4785 SOUTH DAYTON STREET,GREENWOOD VILLAGE,CO,80111,7205542700,060,080,6,Denver Metro
0130,Cherry Creek 5,1273,N,Canyon Creek Elementary School,6070 SOUTH VERSAILLES PARKWAY,AURORA,CO,80015,7208863600,004,050,4,Denver Metro
0130,Cherry Creek 5,1510,N,Challenge School,9659 EAST MISSISSIPPI AVENUE,DENVER,CO,80231,7207472100,004,080,6,Denver Metro
0130,Cherry Creek 5,1551,N,Cherokee Trail High School,25901 ARAPAHOE PARKWAY,AURORA,CO,80016,7208861900,090,120,6,Denver Metro
0130,Cherry Creek 5,1571,Y,Cherry Creek Charter Academy,6260 SOUTH DAYTON STREET,GREENWOOD VILLAGE,CO,80111,3037798988,006,080,6,Denver Metro
0130,Cherry Creek 5,1429,N,Cherry Creek Elevation,14603 E. FREMONT AVENUE,CENTENNIAL,CO,80112,7205544246,060,120,6,Denver Metro
0130,Cherry Creek 5,1570,N,Cherry Creek High School,9300 EAST UNION AVENUE,GREENWOOD VILLAGE,CO,80111,7205542000,090,120,6,Denver Metro
0130,Cherry Creek 5,1574,N,Cherry Hills Village Elementary School,2400 EAST QUINCY AVENUE,CHERRY HILLS VILLAGE,CO,80110,7207472700,004,050,6,Denver Metro
0130,Cherry Creek 5,1614,N,Cimarron Elementary School,17373 EAST LEHIGH PL,AURORA,CO,80013,7208868100,004,050,6,Denver Metro
0130,Cherry Creek 5,0188,Y,Colorado Skies Academy,13025 WINGS WAY,ENGLEWOOD,CO,80112,3039004086,060,080,6,Denver Metro
0130,Cherry Creek 5,1916,N,Cottonwood Creek Elementary School,11200 EAST ORCHARD AVENUE,ENGLEWOOD,CO,80111,7205543200,004,050,6,Denver Metro
